Store_Dept_Date,Weekly_Sales
1_92_2012-11-02,100000.0
1_93_2012-11-02,76680.42930000002
1_94_2012-11-02,61143.93350000002
1_95_2012-11-02,100000.0
1_96_2012-11-02,32689.553499999976
1_97_2012-11-02,34242.034399999975
1_98_2012-11-02,13083.9307
1_99_2012-11-02,124.34770000000002
1_1_2012-11-09,19873.5684
1_2_2012-11-09,47750.700400000016
1_3_2012-11-09,11353.106600000005
1_4_2012-11-09,38534.04510000003
1_5_2012-11-09,36914.00409999999
1_6_2012-11-09,3660.0584000000003
1_7_2012-11-09,25090.906800000008
1_8_2012-11-09,37183.84509999998
1_9_2012-11-09,34899.52299999997
1_10_2012-11-09,32962.7414
1_11_2012-11-09,23453.0909
1_12_2012-11-09,10393.667500000001
1_13_2012-11-09,40485.3784
1_14_2012-11-09,18480.122700000004
1_16_2012-11-09,6515.925199999999
1_17_2012-11-09,8744.630599999999
1_18_2012-11-09,12334.351400000001
1_19_2012-11-09,961.5028000000004
1_20_2012-11-09,3575.2951000000016
1_21_2012-11-09,8352.431499999999
1_22_2012-11-09,8129.828400000004
1_23_2012-11-09,21504.619900000005
1_24_2012-11-09,6377.220099999998
1_25_2012-11-09,10136.02099999999
1_26_2012-11-09,7632.799300000004
1_27_2012-11-09,1720.8290000000009
1_28_2012-11-09,719.6990000000002
1_29_2012-11-09,4547.0771
1_30_2012-11-09,2469.4431
1_31_2012-11-09,1585.2254999999982
1_32_2012-11-09,6697.986599999999
1_33_2012-11-09,6230.928099999998
1_34_2012-11-09,11305.661299999996
1_35_2012-11-09,2516.2515999999987
1_36_2012-11-09,1504.6158000000003
1_37_2012-11-09,2999.531800000001
1_38_2012-11-09,82077.61150000001
1_40_2012-11-09,60958.2862
1_41_2012-11-09,1149.2900000000004
1_42_2012-11-09,8355.372499999992
1_44_2012-11-09,5888.724199999996
1_46_2012-11-09,18030.400799999996
1_48_2012-11-09,2008.59
1_49_2012-11-09,10012.839299999994
1_52_2012-11-09,2097.3537000000006
1_55_2012-11-09,21746.395500000013
1_56_2012-11-09,1276.027
1_58_2012-11-09,3738.42
1_59_2012-11-09,733.4077000000002
1_60_2012-11-09,1184.6179999999997
1_67_2012-11-09,6195.1179999999995
1_71_2012-11-09,2423.9811999999997
1_72_2012-11-09,48070.16999999999
1_74_2012-11-09,9678.817799999997
1_79_2012-11-09,39639.62399999998
1_80_2012-11-09,19350.38159999998
1_81_2012-11-09,31051.297199999986
1_82_2012-11-09,20253.6585
1_83_2012-11-09,6439.573400000002
1_85_2012-11-09,2999.0200000000013
1_87_2012-11-09,55615.74799999994
1_90_2012-11-09,93054.92070000002
1_91_2012-11-09,72189.76780000005
1_92_2012-11-09,100000.0
1_93_2012-11-09,83251.46519999996
1_94_2012-11-09,61452.60229999998
1_95_2012-11-09,100000.0
1_96_2012-11-09,33098.45479999998
1_97_2012-11-09,36705.20830000001
1_98_2012-11-09,13183.482099999992
1_99_2012-11-09,67.07320000000004
1_1_2012-11-16,20683.737800000006
1_2_2012-11-16,44288.46709999997
1_3_2012-11-16,11217.134500000002
1_4_2012-11-16,38451.11790000001
1_5_2012-11-16,27820.47060000002
1_6_2012-11-16,3534.6754000000005
1_7_2012-11-16,24614.66730000001
1_8_2012-11-16,36369.72769999998
1_9_2012-11-16,35450.21089999998
1_10_2012-11-16,32290.374399999993
1_11_2012-11-16,25820.796900000012
1_12_2012-11-16,8714.166799999997
1_13_2012-11-16,37719.30139999999
1_14_2012-11-16,19164.31669999999
1_16_2012-11-16,5611.221900000004
1_17_2012-11-16,9450.0097
1_18_2012-11-16,13005.313200000002
1_19_2012-11-16,1020.5306000000002
1_20_2012-11-16,3459.8874000000014
1_21_2012-11-16,8189.865499999998
1_22_2012-11-16,7632.982300000001
1_23_2012-11-16,22341.43630000001
1_24_2012-11-16,6798.990899999995
1_25_2012-11-16,10607.566699999998
1_26_2012-11-16,7318.092700000005
1_27_2012-11-16,1835.2553000000012
1_28_2012-11-16,729.1794000000004
1_29_2012-11-16,5697.1215999999995
1_30_2012-11-16,2278.213400000001
1_31_2012-11-16,1608.0239999999997
1_32_2012-11-16,6017.078300000001
1_33_2012-11-16,5887.766099999999
1_34_2012-11-16,12578.57979999999
1_35_2012-11-16,2584.480199999999
1_36_2012-11-16,1954.8166000000006
1_37_2012-11-16,2671.7412000000013
1_38_2012-11-16,78829.21100000001
1_40_2012-11-16,59640.08520000003
1_41_2012-11-16,1195.9967000000004
1_42_2012-11-16,7664.112699999997
1_44_2012-11-16,6117.8702
1_46_2012-11-16,17769.16649999998
1_48_2012-11-16,2524.25
1_49_2012-11-16,9901.310699999995
1_52_2012-11-16,2070.5366000000013
1_54_2012-11-16,38.35080000000003
1_55_2012-11-16,19220.685600000004
1_56_2012-11-16,1000.4119000000001
1_58_2012-11-16,3842.8390999999992
1_59_2012-11-16,767.7335
1_60_2012-11-16,860.1319999999998
1_67_2012-11-16,6948.890300000004
1_71_2012-11-16,2579.0373999999983
1_72_2012-11-16,44390.15129999999
1_74_2012-11-16,9803.840799999998
1_79_2012-11-16,32352.75570000001
1_80_2012-11-16,19193.941399999996
1_81_2012-11-16,30411.281999999992
1_82_2012-11-16,20645.359999999986
1_83_2012-11-16,5739.920300000001
1_85_2012-11-16,3110.2762000000007
1_87_2012-11-16,47703.56099999999
1_90_2012-11-16,93597.90300000006
1_91_2012-11-16,68386.97219999997
1_92_2012-11-16,100000.0
1_93_2012-11-16,83042.04999999996
1_94_2012-11-16,61677.917599999986
1_95_2012-11-16,100000.0
1_96_2012-11-16,31603.094499999992
1_97_2012-11-16,36765.23270000002
1_98_2012-11-16,14352.744700000007
1_1_2012-11-23,21085.162700000004
1_2_2012-11-23,48413.71999999997
1_3_2012-11-23,9892.380800000014
1_4_2012-11-23,44820.74530000001
1_5_2012-11-23,69868.21879999997
1_6_2012-11-23,21402.749099999997
1_7_2012-11-23,79186.62489999998
1_8_2012-11-23,36614.02480000001
1_9_2012-11-23,39249.22140000001
1_10_2012-11-23,31026.864599999986
1_11_2012-11-23,27499.318500000023
1_12_2012-11-23,9349.007700000004
1_13_2012-11-23,37618.91519999999
1_14_2012-11-23,53408.157700000025
1_16_2012-11-23,7727.403800000001
1_17_2012-11-23,11788.201900000002
1_18_2012-11-23,25252.203399999995
1_19_2012-11-23,1121.1159999999988
1_20_2012-11-23,5451.376400000001
1_21_2012-11-23,9767.480000000003
1_22_2012-11-23,16582.379500000006
1_23_2012-11-23,31223.543500000018
1_24_2012-11-23,14417.33179999999
1_25_2012-11-23,11731.942899999998
1_26_2012-11-23,9460.228400000005
1_27_2012-11-23,2075.818400000002
1_28_2012-11-23,822.2857999999994
1_29_2012-11-23,5380.329400000004
1_30_2012-11-23,2710.068299999999
1_31_2012-11-23,1572.1060999999993
1_32_2012-11-23,9476.923499999997
1_33_2012-11-23,10387.819399999986
1_34_2012-11-23,14571.979200000012
1_35_2012-11-23,2959.2688999999973
1_36_2012-11-23,2596.8799000000004
1_37_2012-11-23,2679.088100000002
1_38_2012-11-23,63542.41910000002
1_40_2012-11-23,59552.4935
1_41_2012-11-23,2394.3551000000025
1_42_2012-11-23,7541.2851
1_44_2012-11-23,7266.134100000001
1_46_2012-11-23,18408.180600000007
1_48_2012-11-23,3306.8885999999998
1_49_2012-11-23,9058.683000000003
1_52_2012-11-23,3285.663099999999
1_54_2012-11-23,51.18920000000005
1_55_2012-11-23,41090.94619999999
1_56_2012-11-23,1302.3150999999982
1_58_2012-11-23,3990.2396999999996
1_59_2012-11-23,1468.3110999999997
1_60_2012-11-23,899.3320000000006
1_67_2012-11-23,6640.2321999999995
1_71_2012-11-23,4837.337299999999
1_72_2012-11-23,96827.54070000003
1_74_2012-11-23,18008.149799999992
1_79_2012-11-23,32507.44149999999
1_80_2012-11-23,18828.60990000001
1_81_2012-11-23,30507.812400000003
1_82_2012-11-23,22211.48800000001
1_83_2012-11-23,5302.598599999997
1_85_2012-11-23,3681.573899999999
1_87_2012-11-23,47564.0258
1_90_2012-11-23,94798.47920000002
1_91_2012-11-23,60941.36189999997
1_92_2012-11-23,100000.0
1_93_2012-11-23,81847.13459999998
1_94_2012-11-23,67818.0377
1_95_2012-11-23,100000.0
1_96_2012-11-23,39926.60460000002
1_97_2012-11-23,35121.60530000002
1_98_2012-11-23,19375.39210000001
1_99_2012-11-23,2844.4001000000003
1_1_2012-11-30,39350.73170000001
1_2_2012-11-30,47889.02969999998
1_3_2012-11-30,9688.3656
1_4_2012-11-30,43122.120500000005
1_5_2012-11-30,47218.33369999998
1_6_2012-11-30,8781.704800000003
1_7_2012-11-30,50935.084299999966
1_8_2012-11-30,37077.77739999999
1_9_2012-11-30,40312.260100000014
1_10_2012-11-30,29948.896999999986
1_11_2012-11-30,26199.10350000002
1_12_2012-11-30,7848.287099999998
1_13_2012-11-30,36987.24509999998
1_14_2012-11-30,35720.35540000002
1_16_2012-11-30,7275.631099999999
1_17_2012-11-30,10588.8172
1_18_2012-11-30,23929.73899999999
1_19_2012-11-30,1194.2791999999993
1_20_2012-11-30,4208.222000000002
1_21_2012-11-30,8449.246400000002
1_22_2012-11-30,11597.971700000004
1_23_2012-11-30,26524.6143
1_24_2012-11-30,9456.726900000007
1_25_2012-11-30,11353.070400000002
1_26_2012-11-30,7252.410999999998
1_27_2012-11-30,1925.1599000000015
1_28_2012-11-30,843.3601999999996
1_29_2012-11-30,5644.1783000000005
1_30_2012-11-30,2581.1388999999995
1_31_2012-11-30,1563.9201999999996
1_32_2012-11-30,7443.903
1_33_2012-11-30,7067.231099999996
1_34_2012-11-30,13926.038400000005
1_35_2012-11-30,2682.839099999999
1_36_2012-11-30,2221.7487
1_37_2012-11-30,2433.169500000001
1_38_2012-11-30,67105.1043
1_40_2012-11-30,58426.89849999999
1_41_2012-11-30,2203.371900000001
1_42_2012-11-30,7477.781899999999
1_44_2012-11-30,6864.830300000001
1_45_2012-11-30,27.04999999999997
1_46_2012-11-30,17199.060899999997
1_48_2012-11-30,3085.1391999999996
1_49_2012-11-30,9097.137899999996
1_52_2012-11-30,2523.249600000001
1_54_2012-11-30,59.10360000000004
1_55_2012-11-30,29346.15140000004
1_56_2012-11-30,935.1678999999992
1_58_2012-11-30,3701.1796999999997
1_59_2012-11-30,1995.590799999999
1_60_2012-11-30,935.9500000000004
1_67_2012-11-30,7397.938300000004
1_71_2012-11-30,3201.8694999999993
1_72_2012-11-30,58755.33150000003
1_74_2012-11-30,10304.553600000001
1_79_2012-11-30,30359.633200000022
1_80_2012-11-30,18253.858200000013
1_81_2012-11-30,29445.307600000007
1_82_2012-11-30,20503.258500000004
1_83_2012-11-30,5014.9532999999965
1_85_2012-11-30,3686.646299999999
1_87_2012-11-30,47903.131900000015
1_90_2012-11-30,89117.35440000003
1_91_2012-11-30,58565.75629999998
1_92_2012-11-30,100000.0
1_93_2012-11-30,74055.84980000003
1_94_2012-11-30,68330.42599999999
1_95_2012-11-30,99354.9734
1_96_2012-11-30,36632.22360000001
1_97_2012-11-30,33185.164900000025
1_98_2012-11-30,16643.37690000001
1_99_2012-11-30,2882.6502
1_1_2012-12-07,50432.76859999998
1_2_2012-12-07,49017.970599999986
1_3_2012-12-07,14116.026699999999
1_4_2012-12-07,40904.14310000001
1_5_2012-12-07,51143.722799999996
1_6_2012-12-07,10284.057200000003
1_7_2012-12-07,69467.9945
1_8_2012-12-07,54437.046400000014
1_9_2012-12-07,38989.83309999998
1_10_2012-12-07,30727.458300000002
1_11_2012-12-07,30206.786900000003
1_12_2012-12-07,10850.292600000004
1_13_2012-12-07,41622.71769999999
1_14_2012-12-07,41769.67930000003
1_16_2012-12-07,9124.037700000004
1_17_2012-12-07,16368.452899999998
1_18_2012-12-07,72898.76310000003
1_19_2012-12-07,1369.4801999999993
1_20_2012-12-07,5499.175199999998
1_21_2012-12-07,10241.127199999999
1_22_2012-12-07,10020.913100000003
1_23_2012-12-07,45651.582700000006
1_24_2012-12-07,11963.378299999993
1_25_2012-12-07,12116.776600000001
1_26_2012-12-07,8085.799099999999
1_27_2012-12-07,5120.223100000003
1_28_2012-12-07,771.0686999999999
1_29_2012-12-07,11059.859899999996
1_30_2012-12-07,2432.2841
1_31_2012-12-07,4396.558600000001
1_32_2012-12-07,22927.9569
1_33_2012-12-07,19309.74400000001
1_34_2012-12-07,13605.613500000001
1_35_2012-12-07,2890.1987
1_36_2012-12-07,1818.756500000001
1_37_2012-12-07,2766.1963999999994
1_38_2012-12-07,82934.58960000005
1_40_2012-12-07,61974.016599999966
1_41_2012-12-07,1638.2122000000004
1_42_2012-12-07,7248.836199999994
1_44_2012-12-07,7029.578199999996
1_45_2012-12-07,22.131600000000013
1_46_2012-12-07,40066.94579999998
1_48_2012-12-07,2051.2297999999996
1_49_2012-12-07,10050.377
1_52_2012-12-07,2876.918700000001
1_54_2012-12-07,75.04940000000006
1_55_2012-12-07,22031.686100000006
1_56_2012-12-07,1839.3931999999988
1_58_2012-12-07,4117.0994
1_59_2012-12-07,4993.817399999999
1_60_2012-12-07,1533.3699999999992
1_67_2012-12-07,10004.309200000009
1_71_2012-12-07,2704.2215
1_72_2012-12-07,58193.50710000001
1_74_2012-12-07,10227.535700000004
1_79_2012-12-07,42555.233899999985
1_80_2012-12-07,20511.801900000006
1_81_2012-12-07,33271.47469999999
1_82_2012-12-07,44624.73260000002
1_83_2012-12-07,6062.9316
1_85_2012-12-07,5459.355400000008
1_87_2012-12-07,58672.967300000004
1_90_2012-12-07,94648.81820000008
1_91_2012-12-07,70931.066
1_92_2012-12-07,100000.0
1_93_2012-12-07,85180.71219999995
1_94_2012-12-07,61576.87740000001
1_95_2012-12-07,100000.0
1_96_2012-12-07,35676.90659999998
1_97_2012-12-07,38580.88819999999
1_98_2012-12-07,13867.283300000005
1_99_2012-12-07,1564.9036999999998
1_1_2012-12-14,44814.93699999998
1_2_2012-12-14,49352.70399999997
1_3_2012-12-14,12170.405700000005
1_4_2012-12-14,38206.89770000002
1_5_2012-12-14,42927.3844
1_6_2012-12-14,7984.03170000001
1_7_2012-12-14,64267.418599999946
1_8_2012-12-14,36310.26079999998
1_9_2012-12-14,27944.015500000012
1_10_2012-12-14,29926.03489999999
1_11_2012-12-14,30105.361400000005
1_12_2012-12-14,7808.939799999997
1_13_2012-12-14,36870.898899999986
1_14_2012-12-14,23906.908299999992
1_16_2012-12-14,5195.7911
1_17_2012-12-14,11004.2217
1_18_2012-12-14,32466.647099999995
1_19_2012-12-14,1484.4885999999992
1_20_2012-12-14,3262.6320000000014
1_21_2012-12-14,9573.8708
1_22_2012-12-14,10687.556099999998
1_23_2012-12-14,31901.135699999984
1_24_2012-12-14,10885.099999999999
1_25_2012-12-14,11614.078200000004
1_26_2012-12-14,8258.374999999998
1_27_2012-12-14,3285.1499000000013
1_28_2012-12-14,758.3400000000001
1_29_2012-12-14,7332.916900000003
1_30_2012-12-14,2334.843300000001
1_31_2012-12-14,3627.8672999999994
1_32_2012-12-14,14811.010300000007
1_33_2012-12-14,10583.195199999998
1_34_2012-12-14,13290.8666
1_35_2012-12-14,2816.2176999999997
1_36_2012-12-14,2504.957
1_37_2012-12-14,2435.6944000000003
1_38_2012-12-14,77675.93090000004
1_40_2012-12-14,60945.80500000006
1_41_2012-12-14,1542.7543000000005
1_42_2012-12-14,6596.317399999999
1_44_2012-12-14,6681.7624
1_46_2012-12-14,30402.458400000003
1_48_2012-12-14,1924.6898
1_49_2012-12-14,9808.745699999996
1_52_2012-12-14,2818.5276000000017
1_54_2012-12-14,62.28600000000006
1_55_2012-12-14,20076.273500000003
1_56_2012-12-14,1579.7562999999986
1_58_2012-12-14,4311.9097
1_59_2012-12-14,3999.321000000002
1_60_2012-12-14,1537.494
1_67_2012-12-14,7997.2191
1_71_2012-12-14,2774.0498999999986
1_72_2012-12-14,57120.20270000002
1_74_2012-12-14,9638.699500000004
1_79_2012-12-14,32637.51980000002
1_80_2012-12-14,19302.178300000014
1_81_2012-12-14,30804.93449999999
1_82_2012-12-14,31872.710899999995
1_83_2012-12-14,5835.848199999999
1_85_2012-12-14,5778.699100000005
1_87_2012-12-14,47533.47520000001
1_90_2012-12-14,93320.37520000011
1_91_2012-12-14,67710.58529999998
1_92_2012-12-14,100000.0
1_93_2012-12-14,79250.36829999996
1_94_2012-12-14,57760.59209999999
1_95_2012-12-14,100000.0
1_96_2012-12-14,31702.522700000005
1_97_2012-12-14,37286.10140000001
1_98_2012-12-14,14336.32220000001
1_99_2012-12-14,943.3951
1_1_2012-12-21,60925.31880000005
1_2_2012-12-21,55283.797200000015
1_3_2012-12-21,13210.160800000001
1_4_2012-12-21,41844.65830000002
1_5_2012-12-21,67380.09360000008
1_6_2012-12-21,15765.447600000005
1_7_2012-12-21,81580.96339999996
1_8_2012-12-21,48004.5447
1_9_2012-12-21,37625.8649
1_10_2012-12-21,30720.536299999992
1_11_2012-12-21,28260.945300000007
1_12_2012-12-21,9878.66730000001
1_13_2012-12-21,37325.03130000001
1_14_2012-12-21,43657.745700000014
1_16_2012-12-21,6229.654700000002
1_17_2012-12-21,18349.452399999995
1_18_2012-12-21,42147.15609999999
1_19_2012-12-21,1730.1294000000003
1_20_2012-12-21,5257.401499999999
1_21_2012-12-21,11557.6151
1_22_2012-12-21,12741.234199999995
1_23_2012-12-21,52992.091400000005
1_24_2012-12-21,13471.620999999994
1_25_2012-12-21,13110.2309
1_26_2012-12-21,10044.864099999995
1_27_2012-12-21,5538.462599999998
1_28_2012-12-21,894.5578000000002
1_29_2012-12-21,10991.535899999995
1_30_2012-12-21,2244.3889000000013
1_31_2012-12-21,6234.5976999999975
1_32_2012-12-21,49150.2882
1_33_2012-12-21,18766.082899999998
1_34_2012-12-21,14010.9205
1_35_2012-12-21,3018.5968999999977
1_36_2012-12-21,3221.5107999999996
1_37_2012-12-21,2679.644200000002
1_38_2012-12-21,72581.3328
1_40_2012-12-21,60633.699
1_41_2012-12-21,2446.355100000001
1_42_2012-12-21,7113.338400000001
1_44_2012-12-21,7136.622299999999
1_46_2012-12-21,48741.49829999997
1_47_2012-12-21,-101.09
1_48_2012-12-21,3008.2402
1_49_2012-12-21,9690.485700000001
1_52_2012-12-21,2809.9319
1_54_2012-12-21,82.34700000000004
1_55_2012-12-21,26172.46920000002
1_56_2012-12-21,1009.0662999999992
1_58_2012-12-21,4316.8897
1_59_2012-12-21,11658.1874
1_60_2012-12-21,1461.66
1_67_2012-12-21,12337.680500000015
1_71_2012-12-21,3185.1118000000006
1_72_2012-12-21,65834.46570000003
1_74_2012-12-21,13267.715699999986
1_79_2012-12-21,31422.865300000034
1_80_2012-12-21,19556.95470000001
1_81_2012-12-21,30745.481299999996
1_82_2012-12-21,53894.62190000005
1_83_2012-12-21,5722.726499999999
1_85_2012-12-21,6586.368500000007
1_87_2012-12-21,48892.477399999974
1_90_2012-12-21,90869.39170000002
1_91_2012-12-21,62980.893699999935
1_92_2012-12-21,100000.0
1_93_2012-12-21,80283.2905
1_94_2012-12-21,66070.57170000003
1_95_2012-12-21,100000.0
1_96_2012-12-21,35863.22129999999
1_97_2012-12-21,37306.22120000001
1_98_2012-12-21,16454.16260000001
1_99_2012-12-21,1570.8931999999998
1_1_2012-12-28,21204.841700000004
1_2_2012-12-28,47931.870700000014
1_3_2012-12-28,10938.197299999994
1_4_2012-12-28,40598.167300000045
1_5_2012-12-28,60636.62580000001
1_6_2012-12-28,16724.13090000002
1_7_2012-12-28,45191.30439999998
1_8_2012-12-28,37451.69319999996
1_9_2012-12-28,34511.9553
1_10_2012-12-28,32318.227599999987
1_11_2012-12-28,27158.58410000001
1_12_2012-12-28,8050.612399999999
1_13_2012-12-28,36985.216100000005
1_14_2012-12-28,39439.71310000002
1_16_2012-12-28,5294.542300000004
1_17_2012-12-28,11626.675399999991
1_18_2012-12-28,17998.021500000003
1_19_2012-12-28,1852.3748
1_20_2012-12-28,4488.580300000005
1_21_2012-12-28,8547.192399999998
1_22_2012-12-28,13511.0671
1_23_2012-12-28,28502.8774
1_24_2012-12-28,13181.29249999999
1_25_2012-12-28,11524.582900000003
1_26_2012-12-28,9849.7527
1_27_2012-12-28,2374.8930999999975
1_28_2012-12-28,759.4536000000002
1_29_2012-12-28,7343.232099999995
1_30_2012-12-28,2391.0549000000015
1_31_2012-12-28,2458.5710000000004
1_32_2012-12-28,11972.085499999988
1_33_2012-12-28,5705.7473999999975
1_34_2012-12-28,12236.502899999994
1_35_2012-12-28,2757.7530999999994
1_36_2012-12-28,2769.1374
1_37_2012-12-28,2619.4361
1_38_2012-12-28,68930.04340000007
1_40_2012-12-28,58769.74119999995
1_41_2012-12-28,2204.2557
1_42_2012-12-28,7122.515200000002
1_44_2012-12-28,6005.669100000005
1_46_2012-12-28,27982.53579999999
1_48_2012-12-28,2894.4014999999995
1_49_2012-12-28,11990.929299999993
1_52_2012-12-28,2744.3033
1_54_2012-12-28,63.56640000000003
1_55_2012-12-28,36258.659500000016
1_56_2012-12-28,625.3093999999998
1_58_2012-12-28,3364.5096999999996
1_59_2012-12-28,5683.385799999998
1_60_2012-12-28,721.9519999999997
1_67_2012-12-28,8604.539899999998
1_71_2012-12-28,3792.826600000003
1_72_2012-12-28,81260.57149999999
1_74_2012-12-28,13846.9925
1_79_2012-12-28,29577.581200000026
1_80_2012-12-28,17960.30790000001
1_81_2012-12-28,28561.01589999998
1_82_2012-12-28,33867.32079999997
1_83_2012-12-28,5097.694799999998
1_85_2012-12-28,4490.631499999994
1_87_2012-12-28,48170.359300000004
1_90_2012-12-28,85366.57229999999
1_91_2012-12-28,53591.32939999996
1_92_2012-12-28,100000.0
1_93_2012-12-28,59169.47890000001
1_94_2012-12-28,54176.70330000003
1_95_2012-12-28,96783.57700000005
1_96_2012-12-28,35385.61559999999
1_97_2012-12-28,33059.89690000001
1_98_2012-12-28,14647.794100000008
1_99_2012-12-28,404.2425
1_1_2013-01-04,18072.28269999999
1_2_2013-01-04,45817.37689999999
1_3_2013-01-04,12931.083600000004
1_4_2013-01-04,38038.48510000003
1_5_2013-01-04,24941.230300000007
1_6_2013-01-04,2689.0819999999985
1_7_2013-01-04,11874.526300000003
1_8_2013-01-04,38818.46820000001
1_9_2013-01-04,17082.671299999998
1_10_2013-01-04,26660.583600000013
1_11_2013-01-04,24311.753800000028
1_12_2013-01-04,7905.530799999999
1_13_2013-01-04,39868.41319999998
1_14_2013-01-04,14350.773999999992
1_16_2013-01-04,6153.227299999994
1_17_2013-01-04,8891.474200000002
1_18_2013-01-04,6339.3374
1_19_2013-01-04,888.1770000000006
1_20_2013-01-04,3410.5681999999983
1_21_2013-01-04,7559.3367000000035
1_22_2013-01-04,8539.393600000001
1_23_2013-01-04,17888.0851
1_24_2013-01-04,6826.119199999997
1_25_2013-01-04,6750.387399999996
1_26_2013-01-04,4459.959099999999
1_27_2013-01-04,1885.5281000000004
1_28_2013-01-04,738.4891
1_29_2013-01-04,4969.607400000003
1_30_2013-01-04,2648.3160000000007
1_31_2013-01-04,2955.411500000002
1_32_2013-01-04,4221.483200000004
1_33_2013-01-04,4011.989500000003
1_34_2013-01-04,8440.545700000002
1_35_2013-01-04,1952.876000000001
1_36_2013-01-04,1347.2928000000009
1_37_2013-01-04,3137.353600000004
1_38_2013-01-04,88490.94599999995
1_40_2013-01-04,64415.30179999995
1_41_2013-01-04,324.0371999999999
1_42_2013-01-04,7736.688200000005
1_44_2013-01-04,4263.158400000004
1_46_2013-01-04,16857.297100000003
1_48_2013-01-04,844.19
1_49_2013-01-04,10928.775500000003
1_52_2013-01-04,1836.883499999999
1_54_2013-01-04,35.79740000000001
1_55_2013-01-04,12539.801200000005
1_56_2013-01-04,990.345599999999
1_58_2013-01-04,2737.0688
1_59_2013-01-04,424.3648000000002
1_60_2013-01-04,1257.9580000000005
1_67_2013-01-04,7239.661700000001
1_71_2013-01-04,2800.8934999999997
1_72_2013-01-04,41084.075999999994
1_74_2013-01-04,12200.666000000001
1_79_2013-01-04,43137.56239999996
1_80_2013-01-04,17752.009000000005
1_81_2013-01-04,30721.987000000016
1_82_2013-01-04,20343.395099999987
1_83_2013-01-04,6105.963799999999
1_85_2013-01-04,3128.018499999999
1_87_2013-01-04,61359.26840000005
1_90_2013-01-04,87792.20620000002
1_91_2013-01-04,67975.69940000001
1_92_2013-01-04,100000.0
1_93_2013-01-04,73549.38360000002
1_94_2013-01-04,65564.97100000005
1_95_2013-01-04,99875.63419999999
1_96_2013-01-04,30299.735299999993
1_97_2013-01-04,36258.67600000002
1_98_2013-01-04,12143.824500000004
1_1_2013-01-11,17885.07849999998
1_2_2013-01-11,44889.26749999997
1_3_2013-01-11,13194.5084
1_4_2013-01-11,36596.63080000002
1_5_2013-01-11,22513.600900000012
1_6_2013-01-11,2866.1936
1_7_2013-01-11,10329.899499999998
1_8_2013-01-11,35711.76550000001
1_9_2013-01-11,17464.480499999998
1_10_2013-01-11,25672.000300000007
1_11_2013-01-11,23570.622699999996
1_12_2013-01-11,7905.452099999994
1_13_2013-01-11,38301.073700000015
1_14_2013-01-11,15218.833699999994
1_16_2013-01-11,7326.926499999993
1_17_2013-01-11,8803.817000000006
1_18_2013-01-11,3732.567999999999
1_19_2013-01-11,784.7847000000008
1_20_2013-01-11,4057.914400000002
1_21_2013-01-11,7440.620099999999
1_22_2013-01-11,8208.256099999997
1_23_2013-01-11,16564.23389999999
1_24_2013-01-11,4071.8596000000016
